,Player,Team_x,ShootsCatches_x,DOB,BirthCity,StateProvince,Country,Nationality,HeightInches,WeightPounds,DraftYear,DraftRound,DraftPickNumber,FirstSeason,HOF,GamesPlayed_x,Wins_x,Losses_x,Ties_x,OvertimeLosses_x,Shutouts_x,Season,Team_y,ShootsCatches_y,GamesPlayed_y,GamesStarted,Wins_y,Losses_y,Ties_y,OvertimeLosses_y,ShotsAgainst,Saves,GoalsAgainst,SavePct,GoalsAgainstAvg,TimeOnIce,Shutouts_y,GoalsScored,Assists,Points,PenaltyMinutes
1279,Patrick Lalime,,L,1974-07-07,St. Bonaventure,QC,CAN,CAN,75,192,1993,6,156,1996-97,N,444,200,174,32,16,35,2002-03,OTT,L,67,65,39,20,7,,1591,1449,142,0.911,2.16,3943:22,8,0,1,1,6
1280,Patrick Lalime,,L,1974-07-07,St. Bonaventure,QC,CAN,CAN,75,192,1993,6,156,1996-97,N,444,200,174,32,16,35,1999-00,OTT,L,38,32,19,14,3,,834,755,79,0.905,2.33,2038:16,3,0,0,0,4
1281,Patrick Lalime,,L,1974-07-07,St. Bonaventure,QC,CAN,CAN,75,192,1993,6,156,1996-97,N,444,200,174,32,16,35,2000-01,OTT,L,60,60,36,19,5,,1640,1499,141,0.914,2.35,3606:59,7,0,1,1,2
1282,Marc Lamothe,,L,1974-02-27,New Liskeard,ON,CAN,CAN,74,210,1992,4,92,1999-00,N,4,2,1,1,,0,1999-00,CHI,L,2,1,1,1,0,,50,40,10,0.8,5.16,116:11,0,0,0,0,0
1283,Marc Lamothe,,L,1974-02-27,New Liskeard,ON,CAN,CAN,74,210,1992,4,92,1999-00,N,4,2,1,1,,0,2003-04,DET,L,2,2,1,0,1,,58,55,3,0.948,1.45,124:34,0,0,0,0,0
1284,Marek Langhamer,,L,1994-07-22,Moravska Trebova,,CZE,CZE,74,190,2012,7,184,2016-17,N,2,0,0,,0,0,2017-18,ARI,L,1,0,0,0,,0,10,10,0,1,0,28:53,0,0,0,0,0
1285,Marek Langhamer,,L,1994-07-22,Moravska Trebova,,CZE,CZE,74,190,2012,7,184,2016-17,N,2,0,0,,0,0,2016-17,ARI,L,1,0,0,0,,0,8,7,1,0.875,3.87,15:31,0,0,0,0,0
1286,Scott Langkow,,L,1975-04-21,Edmonton,AB,CAN,CAN,71,200,1993,2,31,1995-96,N,20,3,12,1,,0,1998-99,PHX,L,1,0,0,0,0,,17,14,3,0.824,5.08,35:28,0,0,0,0,0
1287,Scott Langkow,,L,1975-04-21,Edmonton,AB,CAN,CAN,71,200,1993,2,31,1995-96,N,20,3,12,1,,0,1995-96,WIN,L,1,0,0,0,0,,2,2,0,1,0,6:10,0,0,0,0,0
1288,Scott Langkow,,L,1975-04-21,Edmonton,AB,CAN,CAN,71,200,1993,2,31,1995-96,N,20,3,12,1,,0,1997-98,PHX,L,3,2,0,1,1,,60,50,10,0.833,4.39,136:44,0,0,0,0,0
1289,Scott Langkow,,L,1975-04-21,Edmonton,AB,CAN,CAN,71,200,1993,2,31,1995-96,N,20,3,12,1,,0,1999-00,ATL,L,15,13,3,11,0,,395,340,55,0.861,4.31,765:07,0,0,0,0,0
1290,Kevin Lankinen,NSH,L,1995-04-28,Helsinki,,FIN,FIN,74,185,,,,2020-21,N,76,28,32,,11,2,2022-23,NSH,L,7,6,3,3,,0,229,214,15,0.934,2.27,395:37,0,0,0,0,0
1291,Kevin Lankinen,NSH,L,1995-04-28,Helsinki,,FIN,FIN,74,185,,,,2020-21,N,76,28,32,,11,2,2020-21,CHI,L,37,37,17,14,,5,1204,1095,109,0.909,3.01,2174:49,2,0,2,2,2
1292,Kevin Lankinen,NSH,L,1995-04-28,Helsinki,,FIN,FIN,74,185,,,,2020-21,N,76,28,32,,11,2,2021-22,CHI,L,32,29,8,15,,6,973,867,106,0.891,3.5,1815:35,0,0,1,1,0
1293,Michel Larocque,,L,1976-10-03,Lahr,,DEU,DEU,71,198,1996,6,137,2000-01,N,3,0,2,0,,0,2000-01,CHI,L,3,2,0,2,0,,59,50,9,0.847,3.55,151:56,0,0,0,0,0
1294,Jan Lasak,,L,1979-04-10,Zvolen,,SVK,SVK,72,204,1999,2,65,2000-01,N,6,0,4,0,,0,2001-02,NSH,L,3,3,0,3,0,,104,91,13,0.875,4.4,177:13,0,0,0,0,2
1295,Jan Lasak,,L,1979-04-10,Zvolen,,SVK,SVK,72,204,1999,2,65,2000-01,N,6,0,4,0,,0,2002-03,NSH,L,3,1,0,1,0,,39,34,5,0.872,3.32,90:24,0,0,0,0,0
1296,Nathan Lawson,,L,1983-09-29,Calgary,AB,CAN,CAN,74,198,,,,2010-11,N,11,1,4,,2,0,2010-11,NYI,L,10,7,1,4,,2,243,217,26,0.893,4.06,384:19,0,0,0,0,0
1297,Nathan Lawson,,L,1983-09-29,Calgary,AB,CAN,CAN,74,198,,,,2010-11,N,11,1,4,,2,0,2013-14,OTT,L,1,0,0,0,,0,10,8,2,0.8,10.11,11:52,0,0,0,0,0
1298,Pascal Leclaire,,L,1982-11-07,Repentigny,QC,CAN,CAN,74,202,2001,1,8,2002-03,N,173,61,76,0,15,10,2009-10,OTT,L,34,31,12,14,,2,822,729,93,0.887,3.2,1744:48,0,0,0,0,2
1299,Pascal Leclaire,,L,1982-11-07,Repentigny,QC,CAN,CAN,74,202,2001,1,8,2002-03,N,173,61,76,0,15,10,2010-11,OTT,L,14,13,4,7,,1,391,355,36,0.908,2.83,763:03,0,0,0,0,0
1300,Pascal Leclaire,,L,1982-11-07,Repentigny,QC,CAN,CAN,74,202,2001,1,8,2002-03,N,173,61,76,0,15,10,2008-09,CBJ,L,12,12,4,6,,1,324,281,43,0.867,3.83,673:40,0,0,1,1,0
1301,Pascal Leclaire,,L,1982-11-07,Repentigny,QC,CAN,CAN,74,202,2001,1,8,2002-03,N,173,61,76,0,15,10,2006-07,CBJ,L,24,23,6,15,,2,629,564,65,0.897,2.97,1315:07,1,0,0,0,2
1302,Pascal Leclaire,,L,1982-11-07,Repentigny,QC,CAN,CAN,74,202,2001,1,8,2002-03,N,173,61,76,0,15,10,2007-08,CBJ,L,54,52,24,17,,6,1379,1267,112,0.919,2.25,2986:27,9,0,2,2,2
1303,Pascal Leclaire,,L,1982-11-07,Repentigny,QC,CAN,CAN,74,202,2001,1,8,2002-03,N,173,61,76,0,15,10,2005-06,CBJ,L,33,31,11,15,,3,1084,987,97,0.911,3.23,1803:39,0,0,1,1,2
1304,Pascal Leclaire,,L,1982-11-07,Repentigny,QC,CAN,CAN,74,202,2001,1,8,2002-03,N,173,61,76,0,15,10,2003-04,CBJ,L,2,2,0,2,0,,69,62,7,0.899,3.52,119:18,0,0,0,0,0
1305,Manny Legace,,L,1973-02-04,Toronto,ON,CAN,CAN,70,200,1993,8,188,1998-99,N,365,187,99,18,23,24,2007-08,STL,L,66,65,27,25,,8,1648,1501,147,0.911,2.41,3665:41,5,0,2,2,4
1306,Manny Legace,,L,1973-02-04,Toronto,ON,CAN,CAN,70,200,1993,8,188,1998-99,N,365,187,99,18,23,24,2006-07,STL,L,45,43,23,15,,5,1177,1068,109,0.907,2.59,2521:31,5,0,0,0,2
1307,Manny Legace,,L,1973-02-04,Toronto,ON,CAN,CAN,70,200,1993,8,188,1998-99,N,365,187,99,18,23,24,2000-01,DET,L,39,34,24,5,5,,909,836,73,0.92,2.05,2136:26,2,0,2,2,4
1308,Manny Legace,,L,1973-02-04,Toronto,ON,CAN,CAN,70,200,1993,8,188,1998-99,N,365,187,99,18,23,24,2009-10,CAR,L,28,24,10,7,,5,745,676,69,0.907,2.81,1472:02,1,0,1,1,0
1309,Manny Legace,,L,1973-02-04,Toronto,ON,CAN,CAN,70,200,1993,8,188,1998-99,N,365,187,99,18,23,24,2001-02,DET,L,20,18,10,6,2,,503,458,45,0.911,2.42,1117:14,1,0,1,1,0
1310,Manny Legace,,L,1973-02-04,Toronto,ON,CAN,CAN,70,200,1993,8,188,1998-99,N,365,187,99,18,23,24,2008-09,STL,L,29,28,13,9,,2,669,592,77,0.885,3.18,1452:19,0,0,0,0,0
1311,Manny Legace,,L,1973-02-04,Toronto,ON,CAN,CAN,70,200,1993,8,188,1998-99,N,365,187,99,18,23,24,2003-04,DET,L,41,36,23,10,5,,1019,937,82,0.92,2.12,2325:26,3,0,0,0,0
1312,Manny Legace,,L,1973-02-04,Toronto,ON,CAN,CAN,70,200,1993,8,188,1998-99,N,365,187,99,18,23,24,1998-99,LAK,L,17,14,2,9,2,,439,400,39,0.911,2.6,898:36,0,0,1,1,0
1313,Manny Legace,,L,1973-02-04,Toronto,ON,CAN,CAN,70,200,1993,8,188,1998-99,N,365,187,99,18,23,24,2005-06,DET,L,51,49,37,8,,3,1244,1138,106,0.915,2.19,2905:09,7,0,1,1,0
1314,Manny Legace,,L,1973-02-04,Toronto,ON,CAN,CAN,70,200,1993,8,188,1998-99,N,365,187,99,18,23,24,2002-03,DET,L,25,22,14,5,4,,681,630,51,0.925,2.18,1405:46,0,0,1,1,2
1315,Manny Legace,,L,1973-02-04,Toronto,ON,CAN,CAN,70,200,1993,8,188,1998-99,N,365,187,99,18,23,24,1999-00,DET,L,4,4,4,0,0,,117,106,11,0.906,2.75,239:36,0,0,0,0,0
1316,Robin Lehner,VGK,L,1991-07-24,Gothenburg,,SWE,SWE,76,250,2009,2,46,2010-11,N,364,152,141,,49,17,2018-19,NYI,L,46,43,25,13,,5,1323,1230,93,0.93,2.13,2615:49,6,0,1,1,0
1317,Robin Lehner,VGK,L,1991-07-24,Gothenburg,,SWE,SWE,76,250,2009,2,46,2010-11,N,364,152,141,,49,17,2011-12,OTT,L,5,5,3,2,,0,154,144,10,0.935,2.01,299:07,1,0,0,0,0
1318,Robin Lehner,VGK,L,1991-07-24,Gothenburg,,SWE,SWE,76,250,2009,2,46,2010-11,N,364,152,141,,49,17,2010-11,OTT,L,8,5,1,4,,0,178,158,20,0.888,3.52,340:52,0,0,0,0,2
1319,Robin Lehner,VGK,L,1991-07-24,Gothenburg,,SWE,SWE,76,250,2009,2,46,2010-11,N,364,152,141,,49,17,2020-21,VGK,L,19,19,13,4,,2,505,461,44,0.913,2.29,1155:19,1,0,1,1,0
1320,Robin Lehner,VGK,L,1991-07-24,Gothenburg,,SWE,SWE,76,250,2009,2,46,2010-11,N,364,152,141,,49,17,2015-16,BUF,L,21,21,5,9,,5,634,586,48,0.924,2.47,1164:05,1,0,1,1,8
1321,Robin Lehner,VGK,L,1991-07-24,Gothenburg,,SWE,SWE,76,250,2009,2,46,2010-11,N,364,152,141,,49,17,2019-20,"CHI,VGK",L,36,34,19,10,,5,1235,1136,99,0.92,2.89,2055:28,1,0,0,0,4
1322,Robin Lehner,VGK,L,1991-07-24,Gothenburg,,SWE,SWE,76,250,2009,2,46,2010-11,N,364,152,141,,49,17,2014-15,OTT,L,25,24,9,12,,3,779,705,74,0.905,3.02,1471:35,0,0,1,1,0
1323,Robin Lehner,VGK,L,1991-07-24,Gothenburg,,SWE,SWE,76,250,2009,2,46,2010-11,N,364,152,141,,49,17,2012-13,OTT,L,12,12,5,3,,4,424,397,27,0.936,2.2,734:48,0,0,0,0,0
1324,Robin Lehner,VGK,L,1991-07-24,Gothenburg,,SWE,SWE,76,250,2009,2,46,2010-11,N,364,152,141,,49,17,2013-14,OTT,L,36,30,12,15,,6,1141,1042,99,0.913,3.06,1942:10,1,0,0,0,4
1325,Robin Lehner,VGK,L,1991-07-24,Gothenburg,,SWE,SWE,76,250,2009,2,46,2010-11,N,364,152,141,,49,17,2021-22,VGK,L,44,44,23,17,,2,1288,1168,120,0.907,2.83,2546:39,1,0,1,1,10
1326,Robin Lehner,VGK,L,1991-07-24,Gothenburg,,SWE,SWE,76,250,2009,2,46,2010-11,N,364,152,141,,49,17,2016-17,BUF,L,59,58,23,26,,8,1910,1758,152,0.92,2.68,3405:28,2,0,1,1,6
1327,Robin Lehner,VGK,L,1991-07-24,Gothenburg,,SWE,SWE,76,250,2009,2,46,2010-11,N,364,152,141,,49,17,2017-18,BUF,L,53,50,14,26,,9,1560,1417,143,0.908,3.01,2852:01,3,0,0,0,2
1328,Kari Lehtonen,,L,1983-11-16,Helsinki,,FIN,FIN,76,209,2002,1,2,2003-04,N,649,310,233,0,67,38,2012-13,DAL,L,36,35,15,14,,3,1050,962,88,0.916,2.66,1986:11,1,0,2,2,0
1329,Kari Lehtonen,,L,1983-11-16,Helsinki,,FIN,FIN,76,209,2002,1,2,2003-04,N,649,310,233,0,67,38,2008-09,ATL,L,46,45,19,22,,3,1498,1364,134,0.911,3.06,2624:15,3,0,1,1,6
1330,Kari Lehtonen,,L,1983-11-16,Helsinki,,FIN,FIN,76,209,2002,1,2,2003-04,N,649,310,233,0,67,38,2011-12,DAL,L,59,59,32,22,,4,1739,1603,136,0.922,2.33,3496:49,4,0,3,3,0
1331,Kari Lehtonen,,L,1983-11-16,Helsinki,,FIN,FIN,76,209,2002,1,2,2003-04,N,649,310,233,0,67,38,2014-15,DAL,L,65,65,34,17,,10,1875,1694,181,0.903,2.94,3697:41,5,0,3,3,2
1332,Kari Lehtonen,,L,1983-11-16,Helsinki,,FIN,FIN,76,209,2002,1,2,2003-04,N,649,310,233,0,67,38,2010-11,DAL,L,69,68,34,24,,11,2043,1868,175,0.914,2.55,4119:11,3,0,6,6,6
1333,Kari Lehtonen,,L,1983-11-16,Helsinki,,FIN,FIN,76,209,2002,1,2,2003-04,N,649,310,233,0,67,38,2009-10,DAL,L,12,10,6,4,,0,350,319,31,0.911,2.81,662:58,0,0,1,1,0
1334,Kari Lehtonen,,L,1983-11-16,Helsinki,,FIN,FIN,76,209,2002,1,2,2003-04,N,649,310,233,0,67,38,2007-08,ATL,L,48,45,17,22,,5,1560,1429,131,0.916,2.9,2706:46,4,0,2,2,4
1335,Kari Lehtonen,,L,1983-11-16,Helsinki,,FIN,FIN,76,209,2002,1,2,2003-04,N,649,310,233,0,67,38,2005-06,ATL,L,38,37,20,15,,0,1123,1017,106,0.906,2.94,2165:31,2,0,1,1,4
1336,Kari Lehtonen,,L,1983-11-16,Helsinki,,FIN,FIN,76,209,2002,1,2,2003-04,N,649,310,233,0,67,38,2017-18,DAL,L,37,30,15,14,,3,946,863,83,0.912,2.56,1944:18,1,0,0,0,4
1337,Kari Lehtonen,,L,1983-11-16,Helsinki,,FIN,FIN,76,209,2002,1,2,2003-04,N,649,310,233,0,67,38,2003-04,ATL,L,4,4,4,0,0,,106,101,5,0.953,1.25,239:59,1,0,0,0,0
1338,Kari Lehtonen,,L,1983-11-16,Helsinki,,FIN,FIN,76,209,2002,1,2,2003-04,N,649,310,233,0,67,38,2016-17,DAL,L,59,52,22,25,,7,1546,1395,151,0.902,2.85,3177:09,3,0,1,1,4
1339,Kari Lehtonen,,L,1983-11-16,Helsinki,,FIN,FIN,76,209,2002,1,2,2003-04,N,649,310,233,0,67,38,2013-14,DAL,L,65,64,33,20,,10,1888,1735,153,0.919,2.41,3803:59,5,0,4,4,4
1340,Kari Lehtonen,,L,1983-11-16,Helsinki,,FIN,FIN,76,209,2002,1,2,2003-04,N,649,310,233,0,67,38,2006-07,ATL,L,68,66,34,24,,9,2075,1892,183,0.912,2.79,3934:00,4,0,1,1,6
1341,Kari Lehtonen,,L,1983-11-16,Helsinki,,FIN,FIN,76,209,2002,1,2,2003-04,N,649,310,233,0,67,38,2015-16,DAL,L,43,39,25,10,,2,1121,1016,105,0.906,2.76,2279:11,2,0,3,3,2
1342,Michael Leighton,,L,1981-05-19,Petrolia,ON,CAN,CAN,75,186,1999,6,165,2001-02,N,110,37,43,10,4,4,2007-08,CAR,L,3,3,1,1,,0,68,61,7,0.897,2.66,158:09,0,0,0,0,0
1343,Michael Leighton,,L,1981-05-19,Petrolia,ON,CAN,CAN,75,186,1999,6,165,2001-02,N,110,37,43,10,4,4,2002-03,CHI,L,8,6,2,3,2,,241,220,21,0.913,2.82,446:32,1,0,0,0,0
1344,Michael Leighton,,L,1981-05-19,Petrolia,ON,CAN,CAN,75,186,1999,6,165,2001-02,N,110,37,43,10,4,4,2015-16,CHI,L,1,0,0,0,,0,17,16,1,0.941,1.52,39:29,0,0,0,0,0
1345,Michael Leighton,,L,1981-05-19,Petrolia,ON,CAN,CAN,75,186,1999,6,165,2001-02,N,110,37,43,10,4,4,2016-17,CAR,L,4,3,2,2,,0,92,80,12,0.87,3.42,210:17,0,0,1,1,0
1346,Michael Leighton,,L,1981-05-19,Petrolia,ON,CAN,CAN,75,186,1999,6,165,2001-02,N,110,37,43,10,4,4,2003-04,CHI,L,34,33,6,18,8,,987,888,99,0.9,2.99,1987:45,2,0,2,2,2
1347,Michael Leighton,,L,1981-05-19,Petrolia,ON,CAN,CAN,75,186,1999,6,165,2001-02,N,110,37,43,10,4,4,2012-13,PHI,L,1,1,0,1,,0,26,21,5,0.808,5.07,59:08,0,0,0,0,0
1348,Michael Leighton,,L,1981-05-19,Petrolia,ON,CAN,CAN,75,186,1999,6,165,2001-02,N,110,37,43,10,4,4,2006-07,"NSH,PHI",L,5,4,2,2,,0,112,98,14,0.875,3.92,214:20,0,0,0,0,0
1349,Michael Leighton,,L,1981-05-19,Petrolia,ON,CAN,CAN,75,186,1999,6,165,2001-02,N,110,37,43,10,4,4,2009-10,"CAR,PHI",L,34,31,17,9,,2,899,814,85,0.905,2.83,1799:25,1,0,1,1,0
1350,Michael Leighton,,L,1981-05-19,Petrolia,ON,CAN,CAN,75,186,1999,6,165,2001-02,N,110,37,43,10,4,4,2010-11,PHI,L,1,1,1,0,,0,36,32,4,0.889,4.01,59:47,0,0,0,0,0
1351,Michael Leighton,,L,1981-05-19,Petrolia,ON,CAN,CAN,75,186,1999,6,165,2001-02,N,110,37,43,10,4,4,2008-09,CAR,L,19,14,6,7,,2,507,457,50,0.901,2.92,1028:51,0,0,0,0,4
1352,David Leneveu,,L,1983-05-23,Fernie,BC,CAN,CAN,73,190,2002,2,46,2005-06,N,22,5,9,,2,0,2010-11,CBJ,L,1,0,0,0,,0,12,10,2,0.833,6,20:00,0,0,0,0,0
1353,David Leneveu,,L,1983-05-23,Fernie,BC,CAN,CAN,73,190,2002,2,46,2005-06,N,22,5,9,,2,0,2005-06,PHX,L,15,12,3,8,,2,386,342,44,0.886,3.24,814:04,0,0,0,0,0
1354,David Leneveu,,L,1983-05-23,Fernie,BC,CAN,CAN,73,190,2002,2,46,2005-06,N,22,5,9,,2,0,2006-07,PHX,L,6,3,2,1,,0,142,127,15,0.894,3.86,233:05,0,0,0,0,0
1355,Nathan Lieuwen,,L,1991-08-08,Abbotsford,BC,CAN,CAN,77,189,2011,6,167,2013-14,N,7,1,4,,0,0,2013-14,BUF,L,7,5,1,4,,0,191,173,18,0.906,2.97,363:22,0,0,0,0,0
1356,Anders Lindback,,L,1988-05-03,Gävle,,SWE,SWE,78,215,2008,7,207,2010-11,N,130,45,58,,8,3,2012-13,TBL,L,24,21,10,10,,1,642,579,63,0.902,2.9,1304:11,0,0,1,1,0
1357,Anders Lindback,,L,1988-05-03,Gävle,,SWE,SWE,78,215,2008,7,207,2010-11,N,130,45,58,,8,3,2013-14,TBL,L,23,18,8,12,,2,580,517,63,0.891,2.9,1302:19,1,0,0,0,2
1358,Anders Lindback,,L,1988-05-03,Gävle,,SWE,SWE,78,215,2008,7,207,2010-11,N,130,45,58,,8,3,2014-15,"DAL,BUF",L,26,22,6,16,,2,798,725,73,0.909,3.11,1407:58,0,0,1,1,4
1359,Anders Lindback,,L,1988-05-03,Gävle,,SWE,SWE,78,215,2008,7,207,2010-11,N,130,45,58,,8,3,2011-12,NSH,L,16,10,5,8,,0,364,332,32,0.912,2.42,792:25,0,0,1,1,0
1360,Anders Lindback,,L,1988-05-03,Gävle,,SWE,SWE,78,215,2008,7,207,2010-11,N,130,45,58,,8,3,2015-16,ARI,L,19,13,5,7,,1,443,396,47,0.894,3.11,906:08,0,0,1,1,0
1361,Anders Lindback,,L,1988-05-03,Gävle,,SWE,SWE,78,215,2008,7,207,2010-11,N,130,45,58,,8,3,2010-11,NSH,L,22,18,11,5,,2,576,527,49,0.915,2.6,1131:03,2,0,0,0,0
1362,Charlie Lindgren,WSH,R,1993-12-18,Lakeville,MN,USA,USA,74,179,,,,2015-16,N,36,17,14,,4,2,2018-19,MTL,R,1,1,1,0,,0,49,44,5,0.898,4.62,65:00,0,0,0,0,0
1363,Charlie Lindgren,WSH,R,1993-12-18,Lakeville,MN,USA,USA,74,179,,,,2015-16,N,36,17,14,,4,2,2017-18,MTL,R,14,14,4,8,,2,457,415,42,0.908,3.03,832:58,2,0,0,0,2
1364,Charlie Lindgren,WSH,R,1993-12-18,Lakeville,MN,USA,USA,74,179,,,,2015-16,N,36,17,14,,4,2,2019-20,MTL,R,6,6,2,4,,0,178,158,20,0.888,3.33,360:51,0,0,0,0,0
1365,Charlie Lindgren,WSH,R,1993-12-18,Lakeville,MN,USA,USA,74,179,,,,2015-16,N,36,17,14,,4,2,2021-22,STL,R,5,4,5,0,,0,118,113,5,0.958,1.22,246:25,0,0,0,0,0
1366,Charlie Lindgren,WSH,R,1993-12-18,Lakeville,MN,USA,USA,74,179,,,,2015-16,N,36,17,14,,4,2,2022-23,WSH,R,7,6,2,2,,2,218,195,23,0.894,3.41,404:39,0,0,0,0,0
1367,Charlie Lindgren,WSH,R,1993-12-18,Lakeville,MN,USA,USA,74,179,,,,2015-16,N,36,17,14,,4,2,2015-16,MTL,R,1,1,1,0,,0,28,26,2,0.929,2,60:00,0,0,0,0,0
1368,Charlie Lindgren,WSH,R,1993-12-18,Lakeville,MN,USA,USA,74,179,,,,2015-16,N,36,17,14,,4,2,2016-17,MTL,R,2,2,2,0,,0,59,56,3,0.949,1.48,121:42,0,0,0,0,0
1369,Neil Little,,L,1971-12-18,Medicine Hat,AB,CAN,CAN,73,190,1991,11,226,2000-01,N,2,0,2,0,,0,2001-02,PHI,L,1,1,0,1,0,,29,25,4,0.862,4,60:00,0,0,0,0,10
1370,Neil Little,,L,1971-12-18,Medicine Hat,AB,CAN,CAN,73,190,1991,11,226,2000-01,N,2,0,2,0,,0,2003-04,PHI,L,1,0,0,1,0,,8,6,2,0.75,3.61,33:12,0,0,0,0,0
1371,Henrik Lundqvist,,L,1982-03-02,Are,,SWE,SWE,73,182,2000,7,205,2005-06,N,887,459,310,,96,64,2010-11,NYR,L,68,67,36,27,,5,1965,1813,152,0.923,2.28,4006:40,11,0,4,4,6
1372,Henrik Lundqvist,,L,1982-03-02,Are,,SWE,SWE,73,182,2000,7,205,2005-06,N,887,459,310,,96,64,2009-10,NYR,L,73,72,35,27,,10,2109,1942,167,0.921,2.38,4203:49,4,0,1,1,0
1373,Henrik Lundqvist,,L,1982-03-02,Are,,SWE,SWE,73,182,2000,7,205,2005-06,N,887,459,310,,96,64,2013-14,NYR,L,63,62,33,24,,5,1810,1666,144,0.92,2.36,3655:19,5,0,4,4,0
1374,Henrik Lundqvist,,L,1982-03-02,Are,,SWE,SWE,73,182,2000,7,205,2005-06,N,887,459,310,,96,64,2015-16,NYR,L,65,64,35,21,,7,1944,1788,156,0.92,2.48,3772:22,4,0,4,4,4
1375,Henrik Lundqvist,,L,1982-03-02,Are,,SWE,SWE,73,182,2000,7,205,2005-06,N,887,459,310,,96,64,2005-06,NYR,L,53,50,30,12,,9,1485,1369,116,0.922,2.24,3111:53,2,0,2,2,0
1376,Henrik Lundqvist,,L,1982-03-02,Are,,SWE,SWE,73,182,2000,7,205,2005-06,N,887,459,310,,96,64,2006-07,NYR,L,70,69,37,22,,8,1927,1767,160,0.917,2.34,4108:39,5,0,0,0,0
1377,Henrik Lundqvist,,L,1982-03-02,Are,,SWE,SWE,73,182,2000,7,205,2005-06,N,887,459,310,,96,64,2016-17,NYR,L,57,55,31,20,,4,1650,1502,148,0.91,2.74,3240:26,2,0,1,1,0
1378,Henrik Lundqvist,,L,1982-03-02,Are,,SWE,SWE,73,182,2000,7,205,2005-06,N,887,459,310,,96,64,2019-20,NYR,L,30,26,10,12,,3,883,799,84,0.905,3.16,1596:44,1,0,1,1,2
1379,Henrik Lundqvist,,L,1982-03-02,Are,,SWE,SWE,73,182,2000,7,205,2005-06,N,887,459,310,,96,64,2018-19,NYR,L,52,52,18,23,,10,1699,1541,158,0.907,3.07,3088:53,0,0,3,3,0
1380,Henrik Lundqvist,,L,1982-03-02,Are,,SWE,SWE,73,182,2000,7,205,2005-06,N,887,459,310,,96,64,2014-15,NYR,L,46,46,30,13,,3,1329,1226,103,0.922,2.25,2742:36,5,0,1,1,0
1381,Henrik Lundqvist,,L,1982-03-02,Are,,SWE,SWE,73,182,2000,7,205,2005-06,N,887,459,310,,96,64,2007-08,NYR,L,72,72,37,24,,10,1823,1663,160,0.912,2.23,4304:48,10,0,0,0,2
1382,Henrik Lundqvist,,L,1982-03-02,Are,,SWE,SWE,73,182,2000,7,205,2005-06,N,887,459,310,,96,64,2008-09,NYR,L,70,70,38,25,,7,2007,1839,168,0.916,2.43,4152:46,3,0,2,2,0
1383,Henrik Lundqvist,,L,1982-03-02,Are,,SWE,SWE,73,182,2000,7,205,2005-06,N,887,459,310,,96,64,2012-13,NYR,L,43,43,24,16,,3,1190,1102,88,0.926,2.05,2575:54,2,0,1,1,0
1384,Henrik Lundqvist,,L,1982-03-02,Are,,SWE,SWE,73,182,2000,7,205,2005-06,N,887,459,310,,96,64,2011-12,NYR,L,62,62,39,18,,5,1753,1630,123,0.93,1.97,3753:30,8,0,2,2,4
1385,Henrik Lundqvist,,L,1982-03-02,Are,,SWE,SWE,73,182,2000,7,205,2005-06,N,887,459,310,,96,64,2017-18,NYR,L,63,61,26,26,,7,2036,1862,174,0.915,2.98,3502:32,2,0,1,1,0
1386,Roberto Luongo,,L,1979-04-04,Montréal,QC,CAN,CAN,75,215,1997,1,4,1999-00,Y,1044,489,392,33,91,77,2013-14,"VAN,FLA",L,56,56,25,23,,7,1589,1460,129,0.919,2.4,3222:20,4,0,0,0,2
1387,Roberto Luongo,,L,1979-04-04,Montréal,QC,CAN,CAN,75,215,1997,1,4,1999-00,Y,1044,489,392,33,91,77,2012-13,VAN,L,20,18,9,6,,3,551,500,51,0.907,2.56,1196:55,2,0,0,0,0
1388,Roberto Luongo,,L,1979-04-04,Montréal,QC,CAN,CAN,75,215,1997,1,4,1999-00,Y,1044,489,392,33,91,77,2009-10,VAN,L,68,67,40,22,,4,1915,1748,167,0.913,2.57,3899:42,4,0,0,0,0
1389,Roberto Luongo,,L,1979-04-04,Montréal,QC,CAN,CAN,75,215,1997,1,4,1999-00,Y,1044,489,392,33,91,77,2018-19,FLA,L,43,40,18,16,,5,1205,1083,122,0.899,3.12,2346:38,1,0,1,1,0
1390,Roberto Luongo,,L,1979-04-04,Montréal,QC,CAN,CAN,75,215,1997,1,4,1999-00,Y,1044,489,392,33,91,77,2005-06,FLA,L,75,73,35,30,,9,2488,2275,213,0.914,2.97,4304:47,4,0,3,3,2
1391,Roberto Luongo,,L,1979-04-04,Montréal,QC,CAN,CAN,75,215,1997,1,4,1999-00,Y,1044,489,392,33,91,77,2001-02,FLA,L,58,56,16,33,4,,1653,1513,140,0.915,2.77,3029:38,4,0,1,1,2
1392,Roberto Luongo,,L,1979-04-04,Montréal,QC,CAN,CAN,75,215,1997,1,4,1999-00,Y,1044,489,392,33,91,77,2008-09,VAN,L,54,54,33,13,,7,1542,1418,124,0.92,2.34,3181:05,9,0,1,1,4
1393,Roberto Luongo,,L,1979-04-04,Montréal,QC,CAN,CAN,75,215,1997,1,4,1999-00,Y,1044,489,392,33,91,77,2007-08,VAN,L,73,73,35,29,,9,2029,1861,168,0.917,2.38,4232:32,6,0,3,3,4
